Account,ATMID,caldate,Dispense,DT,MaxCapacity,CountTotalTxn
XYZ,T1NY000166081,02-01-2022,857000,0,3520000,188
XYZ,T1BH000011116,02-01-2022,757800,0,3520000,191
XYZ,T1BH000603091,02-01-2022,337500,0,3520000,91
XYZ,T1BH000274012,02-01-2022,481700,0,2860000,144
XYZ,T1NH000575414,02-01-2022,32000,0,3520000,71
PQR,S1CN2011,02-01-2022,209500,0,3520000,29
ABC,SPCN02020,03-01-2022,479400,109,2640000,109
ABC,TPCN10269,03-01-2022,497200,0,3520000,98
ABC,APCN00816,03-01-2022,104400,0,2640000,43
PQR,S1CN1142,03-01-2022,0,0,3520000,2
PQR,S1CN2022,03-01-2022,1140800,323,2860000,351
PQR,SPCND067,03-01-2022,771000,0,3520000,94
ABC,APAN11109,03-01-2022,159500,0,3520000,62
ABC,APAN23217,03-01-2022,614500,659,3740000,131
PQR,SPCNG376,03-01-2022,293000,29,3520000,83
PQR,S1CN3514,03-01-2022,263000,384,3520000,110
PQR,S1CN2820,03-01-2022,361500,0,3520000,108
ABC,APAN22403,03-01-2022,148000,1297,2420000,22
ABC,APAN35706,03-01-2022,0,1440,2860000,2
XYZ,T1NY000166081,03-01-2022,993000,0,3520000,220
XYZ,T1BH000011116,03-01-2022,650400,0,3520000,167
XYZ,T1BH000603091,03-01-2022,570500,0,3520000,127
XYZ,T1BH000274012,03-01-2022,325600,0,2860000,129
XYZ,T1NH000575414,03-01-2022,245000,0,3520000,122
PQR,S1CN2011,03-01-2022,227000,353,3520000,28
ABC,SPCN02020,04-01-2022,648000,0,2640000,125
ABC,TPCN10269,04-01-2022,357800,0,3520000,79
ABC,APCN00816,04-01-2022,130200,113,2640000,43
PQR,S1CN1142,04-01-2022,340000,121,3520000,30
PQR,S1CN2022,04-01-2022,1791100,11,2860000,502
PQR,SPCND067,04-01-2022,0,899,3520000,0
ABC,APAN11109,04-01-2022,248000,10,3520000,70
ABC,APAN23217,04-01-2022,378100,28,3740000,103
PQR,SPCNG376,04-01-2022,642000,0,3520000,132
PQR,S1CN3514,04-01-2022,462500,0,3520000,166
PQR,S1CN2820,04-01-2022,328000,0,3520000,116
ABC,APAN22403,04-01-2022,199000,1300,2420000,38
ABC,APAN35706,04-01-2022,41000,1070,2860000,13
XYZ,T1NY000166081,04-01-2022,703000,0,3520000,180
XYZ,T1BH000011116,04-01-2022,626200,0,3520000,153
XYZ,T1BH000603091,04-01-2022,477000,0,3520000,125
XYZ,T1BH000274012,04-01-2022,371900,0,2860000,139
XYZ,T1NH000575414,04-01-2022,595500,0,3520000,196
PQR,S1CN2011,04-01-2022,82000,0,3520000,15
ABC,SPCN02020,05-01-2022,654400,6,2640000,141
ABC,TPCN10269,05-01-2022,562900,0,3520000,90
ABC,APCN00816,05-01-2022,82900,0,2640000,28
PQR,S1CN1142,05-01-2022,625000,0,3520000,44
PQR,S1CN2022,05-01-2022,1551800,262,2860000,416
PQR,SPCND067,05-01-2022,0,1440,3520000,0
ABC,APAN11109,05-01-2022,729000,0,3520000,174
ABC,APAN23217,05-01-2022,433900,0,3740000,151
PQR,SPCNG376,05-01-2022,448000,0,3520000,121
PQR,S1CN3514,05-01-2022,646500,0,3520000,208
PQR,S1CN2820,05-01-2022,433500,0,3520000,120
ABC,APAN22403,05-01-2022,591500,987,2420000,105
ABC,APAN35706,05-01-2022,238000,0,2860000,56
XYZ,T1NY000166081,05-01-2022,658000,0,3520000,174
XYZ,T1BH000011116,05-01-2022,485900,0,3520000,124
XYZ,T1BH000603091,05-01-2022,476000,0,3520000,112
XYZ,T1BH000274012,05-01-2022,465000,0,2860000,136
XYZ,T1NH000575414,05-01-2022,634000,0,3520000,201
PQR,S1CN2011,05-01-2022,35000,0,3520000,6
ABC,SPCN02020,06-01-2022,509900,0,2640000,133
ABC,TPCN10269,06-01-2022,649600,0,3520000,124
ABC,APCN00816,06-01-2022,117100,0,2640000,41
PQR,S1CN1142,06-01-2022,357500,0,3520000,47
PQR,S1CN2022,06-01-2022,222900,0,2860000,109
PQR,SPCND067,06-01-2022,213500,0,3520000,50
ABC,APAN11109,06-01-2022,18500,0,3520000,28
ABC,APAN23217,06-01-2022,116400,0,3740000,57
PQR,SPCNG376,06-01-2022,489500,0,3520000,90
PQR,S1CN3514,06-01-2022,659000,0,3520000,216
PQR,S1CN2820,06-01-2022,201500,0,3520000,73
ABC,APAN22403,06-01-2022,311000,0,2420000,59
ABC,APAN35706,06-01-2022,272500,0,2860000,73
XYZ,T1NY000166081,06-01-2022,709000,0,3520000,179
XYZ,T1BH000011116,06-01-2022,377500,0,3520000,134
XYZ,T1BH000603091,06-01-2022,303000,0,3520000,86
XYZ,T1BH000274012,06-01-2022,330200,0,2860000,105
XYZ,T1NH000575414,06-01-2022,774500,0,3520000,264
PQR,S1CN2011,06-01-2022,500,0,3520000,2
ABC,SPCN02020,07-01-2022,862100,232,2640000,182
ABC,TPCN10269,07-01-2022,644900,16,3520000,103
ABC,APCN00816,07-01-2022,218300,0,2640000,60
PQR,S1CN1142,07-01-2022,575000,255,3520000,43
PQR,S1CN2022,07-01-2022,306900,1200,2860000,123
PQR,SPCND067,07-01-2022,1236500,0,3520000,149
ABC,APAN11109,07-01-2022,247500,146,3520000,64
ABC,APAN23217,07-01-2022,0,232,3740000,7
PQR,SPCNG376,07-01-2022,177000,442,3520000,46
PQR,S1CN3514,07-01-2022,717500,6,3520000,190
PQR,S1CN2820,07-01-2022,156800,480,3520000,66
ABC,APAN22403,07-01-2022,0,1440,2420000,11
ABC,APAN35706,07-01-2022,121000,98,2860000,42
XYZ,T1NY000166081,07-01-2022,481000,0,3520000,115
XYZ,T1BH000011116,07-01-2022,430200,0,3520000,129
XYZ,T1BH000603091,07-01-2022,411500,0,3520000,96
XYZ,T1BH000274012,07-01-2022,276500,0,2860000,105
XYZ,T1NH000575414,07-01-2022,939500,0,3520000,291
PQR,S1CN2011,07-01-2022,188500,0,3520000,36
XYZ,T1BH007252090,07-01-2022,0,0,3520000,46
ABC,SPCN02020,08-01-2022,520000,6,2640000,139
ABC,TPCN10269,08-01-2022,542200,0,3520000,100
ABC,APCN00816,08-01-2022,254700,0,2640000,93
PQR,S1CN1142,08-01-2022,0,1371,3520000,0
PQR,S1CN2022,08-01-2022,907800,6,2860000,254
PQR,SPCND067,08-01-2022,711000,0,3520000,91
ABC,APAN11109,08-01-2022,557500,56,3520000,121
ABC,APAN23217,08-01-2022,207500,0,3740000,69
PQR,SPCNG376,08-01-2022,474000,0,3520000,93
PQR,S1CN3514,08-01-2022,698500,0,3520000,226
PQR,S1CN2820,08-01-2022,436700,90,3520000,126
ABC,APAN22403,08-01-2022,0,1440,2420000,2
ABC,APAN35706,08-01-2022,61500,0,2860000,20
XYZ,T1NY000166081,08-01-2022,430500,0,3520000,117
XYZ,T1BH000011116,08-01-2022,298100,0,3520000,94
XYZ,T1BH000603091,08-01-2022,199500,0,3520000,74
XYZ,T1BH000274012,08-01-2022,513800,0,2860000,190
XYZ,T1NH000575414,08-01-2022,999000,65,3520000,282
PQR,S1CN2011,08-01-2022,76500,0,3520000,22
XYZ,T1BH007252090,08-01-2022,191500,0,3520000,87
ABC,SPCN02020,09-01-2022,783400,0,2640000,192
ABC,TPCN10269,09-01-2022,708600,0,3520000,125
ABC,APCN00816,09-01-2022,9200,0,2640000,3
PQR,S1CN1142,09-01-2022,0,1440,3520000,0
PQR,S1CN2022,09-01-2022,0,0,2860000,20
PQR,SPCND067,09-01-2022,398500,0,3520000,62
ABC,APAN11109,09-01-2022,156000,640,3520000,54
ABC,APAN23217,09-01-2022,839000,0,3740000,239
PQR,SPCNG376,09-01-2022,244500,0,3520000,55
PQR,S1CN3514,09-01-2022,722500,0,3520000,215
PQR,S1CN2820,09-01-2022,378500,0,3520000,137
ABC,APAN22403,09-01-2022,0,1440,2420000,6
ABC,APAN35706,09-01-2022,55500,0,2860000,27
XYZ,T1NY000166081,09-01-2022,516000,0,3520000,128
XYZ,T1BH000011116,09-01-2022,417900,0,3520000,119
XYZ,T1BH000603091,09-01-2022,169000,0,3520000,59
XYZ,T1BH000274012,09-01-2022,273800,0,2860000,107
XYZ,T1NH000575414,09-01-2022,1214000,0,3520000,403
PQR,S1CN2011,09-01-2022,0,0,3520000,0
XYZ,T1BH007252090,09-01-2022,184500,0,3520000,78
ABC,SPCN02020,10-01-2022,604000,0,2640000,150
ABC,TPCN10269,10-01-2022,653600,0,3520000,121
ABC,APCN00816,10-01-2022,144300,3,2640000,55
PQR,S1CN1142,10-01-2022,420500,756,3520000,50
PQR,S1CN2022,10-01-2022,2134300,27,2860000,487
PQR,SPCND067,10-01-2022,754500,0,3520000,124
ABC,APAN11109,10-01-2022,0,1440,3520000,19
ABC,APAN23217,10-01-2022,607800,0,3740000,181
PQR,SPCNG376,10-01-2022,598500,6,3520000,133
PQR,S1CN3514,10-01-2022,608000,7,3520000,230
PQR,S1CN2820,10-01-2022,519500,0,3520000,139
ABC,APAN22403,10-01-2022,0,1440,2420000,14
ABC,APAN35706,10-01-2022,234000,0,2860000,61
XYZ,T1NY000166081,10-01-2022,430500,39,3520000,128
XYZ,T1BH000011116,10-01-2022,169000,80,3520000,84
XYZ,T1BH000603091,10-01-2022,395000,0,3520000,114
XYZ,T1BH000274012,10-01-2022,150400,56,2860000,82
XYZ,T1NH000575414,10-01-2022,441500,0,3520000,179
PQR,S1CN2011,10-01-2022,96500,194,3520000,20
XYZ,T1BH007252090,10-01-2022,0,0,3520000,57
ABC,SPCN02020,11-01-2022,420700,6,2640000,115
ABC,TPCN10269,11-01-2022,688300,0,3520000,117
ABC,APCN00816,11-01-2022,44000,0,2640000,24
PQR,S1CN1142,11-01-2022,191000,695,3520000,23
PQR,S1CN2022,11-01-2022,576900,17,2860000,150
PQR,SPCND067,11-01-2022,857000,0,3520000,102
ABC,APAN11109,11-01-2022,0,1440,3520000,25
ABC,APAN23217,11-01-2022,197500,4,3740000,68
PQR,SPCNG376,11-01-2022,338500,0,3520000,69
PQR,S1CN3514,11-01-2022,398500,6,3520000,130
PQR,S1CN2820,11-01-2022,487500,0,3520000,133
ABC,APAN22403,11-01-2022,0,1440,2420000,9
ABC,APAN35706,11-01-2022,138500,0,2860000,36
XYZ,T1NY000166081,11-01-2022,622000,0,3520000,162
XYZ,T1BH000011116,11-01-2022,262600,0,3520000,86
XYZ,T1BH000603091,11-01-2022,303500,0,3520000,88
XYZ,T1BH000274012,11-01-2022,212500,0,2860000,106
XYZ,T1NH000575414,11-01-2022,599000,0,3520000,225
PQR,S1CN2011,11-01-2022,41000,632,3520000,9
XYZ,T1BH007252090,11-01-2022,0,0,3520000,50
ABC,SPCN02020,12-01-2022,508600,0,2640000,119
ABC,TPCN10269,12-01-2022,991400,0,3520000,152
ABC,APCN00816,12-01-2022,74800,2,2640000,35
PQR,S1CN1142,12-01-2022,195500,455,3520000,25
PQR,S1CN2022,12-01-2022,184900,6,2860000,92
PQR,SPCND067,12-01-2022,551000,12,3520000,117
ABC,APAN11109,12-01-2022,0,1440,3520000,12
ABC,APAN23217,12-01-2022,0,1158,3740000,10
PQR,SPCNG376,12-01-2022,340500,0,3520000,76
PQR,S1CN3514,12-01-2022,96000,589,3520000,60
PQR,S1CN2820,12-01-2022,484000,56,3520000,134
ABC,APAN22403,12-01-2022,0,1440,2420000,12
ABC,APAN35706,12-01-2022,138500,0,2860000,46
XYZ,T1NY000166081,12-01-2022,621500,0,3520000,154
XYZ,T1BH000011116,12-01-2022,321000,128,3520000,95
XYZ,T1BH000603091,12-01-2022,277500,247,3520000,77
XYZ,T1BH000274012,12-01-2022,195500,413,2860000,81
XYZ,T1NH000575414,12-01-2022,870500,0,3520000,276
PQR,S1CN2011,12-01-2022,202500,673,3520000,27
XYZ,T1BH007252090,12-01-2022,0,0,3520000,35
ABC,SPCN02020,13-01-2022,445700,0,2640000,112
ABC,TPCN10269,13-01-2022,199600,145,3520000,44
ABC,APCN00816,13-01-2022,94900,143,2640000,31
PQR,S1CN1142,13-01-2022,299000,6,3520000,35
PQR,S1CN2022,13-01-2022,1410300,177,2860000,454
PQR,SPCND067,13-01-2022,721000,0,3520000,140
ABC,APAN11109,13-01-2022,207500,1440,3520000,61
ABC,APAN23217,13-01-2022,216300,615,3740000,61
PQR,SPCNG376,13-01-2022,383000,0,3520000,86
PQR,S1CN3514,13-01-2022,613000,5,3520000,207
PQR,S1CN2820,13-01-2022,364500,106,3520000,116
ABC,APAN22403,13-01-2022,0,1440,2420000,8
ABC,APAN35706,13-01-2022,40000,70,2860000,15
XYZ,T1NY000166081,13-01-2022,575000,384,3520000,164
XYZ,T1BH000011116,13-01-2022,343200,0,3520000,123
XYZ,T1BH000603091,13-01-2022,332500,0,3520000,89
XYZ,T1BH000274012,13-01-2022,262100,63,2860000,100
XYZ,T1NH000575414,13-01-2022,721000,0,3520000,250
PQR,S1CN2011,13-01-2022,178000,693,3520000,29
XYZ,T1BH007252090,13-01-2022,0,0,3520000,36
ABC,SPCN02020,14-01-2022,488200,3,2640000,102
ABC,TPCN10269,14-01-2022,368200,0,3520000,69
ABC,APCN00816,14-01-2022,44300,3,2640000,15
PQR,S1CN1142,14-01-2022,37500,725,3520000,7
PQR,S1CN2022,14-01-2022,830300,0,2860000,280
PQR,SPCND067,14-01-2022,98500,0,3520000,44
ABC,APAN11109,14-01-2022,420500,703,3520000,123
ABC,APAN23217,14-01-2022,381200,0,3740000,122
PQR,SPCNG376,14-01-2022,101500,171,3520000,38
PQR,S1CN3514,14-01-2022,408000,0,3520000,136
PQR,S1CN2820,14-01-2022,339500,6,3520000,109
ABC,APAN22403,14-01-2022,250000,754,2420000,68
ABC,APAN35706,14-01-2022,97500,0,2860000,28
XYZ,T1NY000166081,14-01-2022,528000,115,3520000,164
XYZ,T1BH000011116,14-01-2022,300900,0,3520000,99
XYZ,T1BH000603091,14-01-2022,202500,0,3520000,71
XYZ,T1BH000274012,14-01-2022,236400,0,2860000,98
XYZ,T1NH000575414,14-01-2022,535000,0,3520000,188
PQR,S1CN2011,14-01-2022,20000,734,3520000,2
XYZ,T1BH007252090,14-01-2022,0,0,3520000,43
ABC,SPCN02020,15-01-2022,353800,121,2640000,88
ABC,TPCN10269,15-01-2022,617800,3,3520000,95
ABC,APCN00816,15-01-2022,13300,0,2640000,12
PQR,S1CN1142,15-01-2022,90500,868,3520000,9
PQR,S1CN2022,15-01-2022,807200,182,2860000,285
PQR,SPCND067,15-01-2022,371500,0,3520000,89
ABC,APAN11109,15-01-2022,524000,223,3520000,124
ABC,APAN23217,15-01-2022,473900,0,3740000,135
PQR,SPCNG376,15-01-2022,262500,89,3520000,56
PQR,S1CN3514,15-01-2022,515500,0,3520000,178
PQR,S1CN2820,15-01-2022,436000,0,3520000,116
ABC,APAN22403,15-01-2022,56000,881,2420000,11
ABC,APAN35706,15-01-2022,27000,0,2860000,15
XYZ,T1NY000166081,15-01-2022,461000,30,3520000,145
XYZ,T1BH000011116,15-01-2022,271500,43,3520000,77
XYZ,T1BH000603091,15-01-2022,117500,0,3520000,38
XYZ,T1BH000274012,15-01-2022,340500,0,2860000,134
XYZ,T1NH000575414,15-01-2022,636000,456,3520000,213
PQR,S1CN2011,15-01-2022,23500,688,3520000,4
XYZ,T1BH007252090,15-01-2022,0,0,3520000,36
ABC,SPCN02020,16-01-2022,395700,538,2640000,117
ABC,TPCN10269,16-01-2022,577300,0,3520000,93
ABC,APCN00816,16-01-2022,8700,0,2640000,6
PQR,S1CN1142,16-01-2022,37500,466,3520000,7
PQR,S1CN2022,16-01-2022,0,370,2860000,6
PQR,SPCND067,16-01-2022,429000,6,3520000,70
ABC,APAN11109,16-01-2022,373000,72,3520000,103
ABC,APAN23217,16-01-2022,329700,0,3740000,113
PQR,SPCNG376,16-01-2022,131000,1072,3520000,17
PQR,S1CN3514,16-01-2022,622500,0,3520000,205
PQR,S1CN2820,16-01-2022,730500,0,3520000,205
ABC,APAN22403,16-01-2022,0,0,2420000,2
ABC,APAN35706,16-01-2022,16000,0,2860000,6
XYZ,T1NY000166081,16-01-2022,962000,207,3520000,210
XYZ,T1BH000011116,16-01-2022,367300,0,3520000,108
XYZ,T1BH000603091,16-01-2022,3500,379,3520000,5
XYZ,T1BH000274012,16-01-2022,268100,0,2860000,95
XYZ,T1NH000575414,16-01-2022,447500,50,3520000,189
PQR,S1CN2011,16-01-2022,15000,0,3520000,2
XYZ,T1BH007252090,16-01-2022,0,0,3520000,20
ABC,SPCN02020,17-01-2022,389300,0,2640000,112
ABC,TPCN10269,17-01-2022,549300,2,3520000,104
ABC,APCN00816,17-01-2022,148400,0,2640000,38
PQR,S1CN1142,17-01-2022,209000,0,3520000,26
PQR,S1CN2022,17-01-2022,219900,574,2860000,114
PQR,SPCND067,17-01-2022,556500,0,3520000,97
ABC,APAN11109,17-01-2022,519500,0,3520000,129
ABC,APAN23217,17-01-2022,330500,0,3740000,93
PQR,SPCNG376,17-01-2022,94500,444,3520000,25
PQR,S1CN3514,17-01-2022,589500,6,3520000,181
PQR,S1CN2820,17-01-2022,304500,0,3520000,101
ABC,APAN22403,17-01-2022,340500,19,2420000,85
ABC,APAN35706,17-01-2022,0,363,2860000,3
XYZ,T1NY000166081,17-01-2022,473000,0,3520000,150
XYZ,T1BH000011116,17-01-2022,233200,0,3520000,104
XYZ,T1BH000603091,17-01-2022,165000,679,3520000,39
XYZ,T1BH000274012,17-01-2022,175300,0,2860000,67
XYZ,T1NH000575414,17-01-2022,634000,0,3520000,203
PQR,S1CN2011,17-01-2022,15000,0,3520000,6
XYZ,T1BH007252090,17-01-2022,42500,333,3520000,46
ABC,SPCN02020,18-01-2022,425000,9,2640000,115
ABC,TPCN10269,18-01-2022,569300,0,3520000,92
ABC,APCN00816,18-01-2022,44300,0,2640000,24
PQR,S1CN1142,18-01-2022,210000,0,3520000,20
PQR,S1CN2022,18-01-2022,0,1440,2860000,0
PQR,SPCND067,18-01-2022,354500,0,3520000,68
ABC,APAN11109,18-01-2022,290000,7,3520000,74
ABC,APAN23217,18-01-2022,150000,495,3740000,55
PQR,SPCNG376,18-01-2022,383500,0,3520000,72
PQR,S1CN3514,18-01-2022,432500,11,3520000,140
PQR,S1CN2820,18-01-2022,338500,0,3520000,116
ABC,APAN22403,18-01-2022,325500,4,2420000,75
ABC,APAN35706,18-01-2022,4000,1440,2860000,3
XYZ,T1NY000166081,18-01-2022,464000,0,3520000,138
XYZ,T1BH000011116,18-01-2022,267300,0,3520000,97
XYZ,T1BH000603091,18-01-2022,424500,379,3520000,110
XYZ,T1BH000274012,18-01-2022,346500,46,2860000,109
XYZ,T1NH000575414,18-01-2022,529000,0,3520000,193
PQR,S1CN2011,18-01-2022,6000,0,3520000,2
XYZ,T1BH007252090,18-01-2022,7500,545,3520000,33
ABC,SPCN02020,19-01-2022,384400,9,2640000,126
ABC,TPCN10269,19-01-2022,537100,0,3520000,94
ABC,APCN00816,19-01-2022,44500,0,2640000,23
PQR,S1CN1142,19-01-2022,644500,17,3520000,42
PQR,S1CN2022,19-01-2022,419600,25,2860000,182
PQR,SPCND067,19-01-2022,0,781,3520000,2
ABC,APAN11109,19-01-2022,616000,0,3520000,140
ABC,APAN23217,19-01-2022,0,1273,3740000,2
PQR,SPCNG376,19-01-2022,342000,0,3520000,64
PQR,S1CN3514,19-01-2022,139000,5,3520000,60
PQR,S1CN2820,19-01-2022,304000,0,3520000,84
ABC,APAN22403,19-01-2022,416000,3,2420000,84
ABC,APAN35706,19-01-2022,36200,43,2860000,28
XYZ,T1NY000166081,19-01-2022,539500,0,3520000,127
XYZ,T1BH000011116,19-01-2022,279400,0,3520000,87
XYZ,T1BH000603091,19-01-2022,32000,591,3520000,35
XYZ,T1BH000274012,19-01-2022,328200,0,2860000,103
XYZ,T1NH000575414,19-01-2022,165500,941,3520000,64
PQR,S1CN2011,19-01-2022,76500,0,3520000,12
XYZ,T1BH007252090,19-01-2022,0,0,3520000,36
ABC,SPCN02020,20-01-2022,433200,0,2640000,117
ABC,TPCN10269,20-01-2022,642600,0,3520000,96
ABC,APCN00816,20-01-2022,62300,10,2640000,17
PQR,S1CN1142,20-01-2022,70500,793,3520000,11
PQR,S1CN2022,20-01-2022,359500,17,2860000,119
PQR,SPCND067,20-01-2022,0,1440,3520000,0
ABC,APAN11109,20-01-2022,223500,635,3520000,59
ABC,APAN23217,20-01-2022,78900,1045,3740000,39
PQR,SPCNG376,20-01-2022,263500,0,3520000,61
PQR,S1CN3514,20-01-2022,583500,0,3520000,180
PQR,S1CN2820,20-01-2022,336500,0,3520000,95
ABC,APAN22403,20-01-2022,399500,13,2420000,90
ABC,APAN35706,20-01-2022,26300,0,2860000,18
XYZ,T1NY000166081,20-01-2022,537000,0,3520000,118
XYZ,T1BH000011116,20-01-2022,325000,0,3520000,103
XYZ,T1BH000603091,20-01-2022,93000,0,3520000,37
XYZ,T1BH000274012,20-01-2022,291500,0,2860000,109
XYZ,T1NH000575414,20-01-2022,490500,0,3520000,155
PQR,S1CN2011,20-01-2022,87000,0,3520000,7
XYZ,T1BH007252090,20-01-2022,0,1263,3520000,30
ABC,SPCN02020,21-01-2022,394100,6,2640000,111
ABC,TPCN10269,21-01-2022,393200,0,3520000,66
ABC,APCN00816,21-01-2022,58600,0,2640000,24
PQR,S1CN1142,21-01-2022,205500,670,3520000,17
PQR,S1CN2022,21-01-2022,620300,26,2860000,184
PQR,SPCND067,21-01-2022,0,1440,3520000,0
ABC,APAN11109,21-01-2022,85500,1078,3520000,30
ABC,APAN23217,21-01-2022,151900,828,3740000,56
PQR,SPCNG376,21-01-2022,463000,13,3520000,87
PQR,S1CN3514,21-01-2022,459500,0,3520000,153
PQR,S1CN2820,21-01-2022,237500,0,3520000,90
ABC,APAN22403,21-01-2022,463500,0,2420000,109
ABC,APAN35706,21-01-2022,31400,0,2860000,20
XYZ,T1NY000166081,21-01-2022,494500,0,3520000,146
XYZ,T1BH000011116,21-01-2022,245500,39,3520000,94
XYZ,T1BH000603091,21-01-2022,213000,0,3520000,82
XYZ,T1BH000274012,21-01-2022,236400,0,2860000,88
XYZ,T1NH000575414,21-01-2022,583000,0,3520000,178
PQR,S1CN2011,21-01-2022,67500,0,3520000,9
XYZ,T1BH007252090,21-01-2022,90500,1063,3520000,66
ABC,SPCN02020,22-01-2022,746700,0,2640000,161
ABC,TPCN10269,22-01-2022,592600,0,3520000,84
ABC,APCN00816,22-01-2022,152200,0,2640000,44
PQR,S1CN1142,22-01-2022,7500,0,3520000,3
PQR,S1CN2022,22-01-2022,684000,0,2860000,279
PQR,SPCND067,22-01-2022,0,1440,3520000,0
ABC,APAN11109,22-01-2022,454000,0,3520000,131
ABC,APAN23217,22-01-2022,138400,1136,3740000,36
PQR,SPCNG376,22-01-2022,335500,0,3520000,59
PQR,S1CN3514,22-01-2022,373000,500,3520000,137
PQR,S1CN2820,22-01-2022,247000,23,3520000,110
ABC,APAN22403,22-01-2022,306000,0,2420000,69
ABC,APAN35706,22-01-2022,14200,0,2860000,12
XYZ,T1NY000166081,22-01-2022,413500,0,3520000,111
XYZ,T1BH000011116,22-01-2022,212400,0,3520000,84
XYZ,T1BH000603091,22-01-2022,124500,0,3520000,42
XYZ,T1BH000274012,22-01-2022,310000,358,2860000,111
XYZ,T1NH000575414,22-01-2022,614500,0,3520000,207
PQR,S1CN2011,22-01-2022,6500,0,3520000,4
XYZ,T1BH007252090,22-01-2022,336000,0,3520000,109
ABC,SPCN02020,23-01-2022,356500,134,2640000,83
ABC,TPCN10269,23-01-2022,360600,0,3520000,77
ABC,APCN00816,23-01-2022,6200,0,2640000,3
PQR,S1CN1142,23-01-2022,50000,56,3520000,10
PQR,S1CN2022,23-01-2022,104300,0,2860000,76
PQR,SPCND067,23-01-2022,0,1440,3520000,0
ABC,APAN11109,23-01-2022,129500,0,3520000,34
ABC,APAN23217,23-01-2022,118100,1013,3740000,58
PQR,SPCNG376,23-01-2022,204500,0,3520000,55
PQR,S1CN3514,23-01-2022,500,0,3520000,1
PQR,S1CN2820,23-01-2022,423500,0,3520000,125
ABC,APAN22403,23-01-2022,195500,0,2420000,31
ABC,APAN35706,23-01-2022,15000,0,2860000,9
XYZ,T1NY000166081,23-01-2022,502500,0,3520000,137
XYZ,T1BH000011116,23-01-2022,166900,0,3520000,70
XYZ,T1BH000603091,23-01-2022,39000,0,3520000,24
XYZ,T1BH000274012,23-01-2022,255500,607,2860000,101
XYZ,T1NH000575414,23-01-2022,485500,0,3520000,228
PQR,S1CN2011,23-01-2022,3000,0,3520000,1
XYZ,T1BH007252090,23-01-2022,29000,0,3520000,22
ABC,SPCN02020,24-01-2022,242600,0,2640000,77
ABC,TPCN10269,24-01-2022,653400,3,3520000,95
ABC,APCN00816,24-01-2022,54000,0,2640000,24
PQR,S1CN1142,24-01-2022,451500,0,3520000,43
PQR,S1CN2022,24-01-2022,556800,11,2860000,276
PQR,SPCND067,24-01-2022,0,1440,3520000,0
ABC,APAN11109,24-01-2022,0,16,3520000,9
ABC,APAN23217,24-01-2022,488300,0,3740000,121
PQR,SPCNG376,24-01-2022,553000,9,3520000,104
PQR,S1CN3514,24-01-2022,67500,22,3520000,50
PQR,S1CN2820,24-01-2022,379500,5,3520000,91
ABC,APAN22403,24-01-2022,389500,0,2420000,73
ABC,APAN35706,24-01-2022,36100,0,2860000,24
XYZ,T1NY000166081,24-01-2022,445000,0,3520000,131
XYZ,T1BH000011116,24-01-2022,251400,0,3520000,88
XYZ,T1BH000603091,24-01-2022,189500,0,3520000,73
XYZ,T1BH000274012,24-01-2022,245600,0,2860000,98
XYZ,T1NH000575414,24-01-2022,344000,0,3520000,149
PQR,S1CN2011,24-01-2022,64000,0,3520000,12
XYZ,T1BH007252090,24-01-2022,246500,0,3520000,109
ABC,SPCN02020,25-01-2022,277000,23,2640000,79
ABC,TPCN10269,25-01-2022,641100,0,3520000,102
ABC,APCN00816,25-01-2022,43100,3,2640000,24
PQR,S1CN1142,25-01-2022,443500,7,3520000,33
PQR,S1CN2022,25-01-2022,590200,290,2860000,191
PQR,SPCND067,25-01-2022,0,1440,3520000,0
ABC,APAN11109,25-01-2022,90000,0,3520000,28
ABC,APAN23217,25-01-2022,247300,171,3740000,79
PQR,SPCNG376,25-01-2022,149500,0,3520000,58
PQR,S1CN3514,25-01-2022,496500,0,3520000,155
PQR,S1CN2820,25-01-2022,503500,129,3520000,106
ABC,APAN22403,25-01-2022,0,0,2420000,9
ABC,APAN35706,25-01-2022,32200,0,2860000,25
XYZ,T1NY000166081,25-01-2022,437000,0,3520000,120
XYZ,T1BH000011116,25-01-2022,262900,0,3520000,88
XYZ,T1BH000603091,25-01-2022,357000,25,3520000,113
XYZ,T1BH000274012,25-01-2022,229000,74,2860000,115
XYZ,T1NH000575414,25-01-2022,290000,0,3520000,132
PQR,S1CN2011,25-01-2022,108500,0,3520000,17
XYZ,T1BH007252090,25-01-2022,384500,0,3520000,144
ABC,SPCN02020,26-01-2022,376500,0,2640000,97
ABC,TPCN10269,26-01-2022,0,863,3520000,10
ABC,APCN00816,26-01-2022,10800,0,2640000,8
PQR,S1CN1142,26-01-2022,255000,0,3520000,18
PQR,S1CN2022,26-01-2022,0,136,2860000,21
PQR,SPCND067,26-01-2022,0,1440,3520000,0
ABC,APAN11109,26-01-2022,428500,0,3520000,107
ABC,APAN23217,26-01-2022,188800,819,3740000,59
PQR,SPCNG376,26-01-2022,178500,0,3520000,41
PQR,S1CN3514,26-01-2022,208500,0,3520000,112
PQR,S1CN2820,26-01-2022,448000,0,3520000,134
ABC,APAN22403,26-01-2022,0,0,2420000,10
ABC,APAN35706,26-01-2022,0,0,2860000,1
XYZ,T1NY000166081,26-01-2022,481500,0,3520000,145
